llama,gas,movimiento,label
0,586.2475198218376,1,0
0,516.9652157180957,1,0
0,777.0885086000851,1,0
0,833.5291578129421,1,0
0,720.3946646820009,1,0
0,898.6568000036438,1,0
0,498.22936032668326,1,0
0,844.7220909780974,1,0
0,572.5089184591775,1,0
0,544.3917295405079,1,0
0,843.5445419589286,1,0
0,938.6915134674788,1,0
0,789.4420274884324,1,0
0,432.8556165040592,1,0
0,732.2947150422938,1,0
0,413.6188628393576,1,0
0,921.2786394943291,1,0
0,812.2392145935175,1,0
0,592.4437699668862,1,0
0,450.1103033791249,1,0
0,497.9251318193245,1,0
0,883.1437598520084,1,0
0,630.42601787612,1,0
0,857.2948977820272,1,0
0,747.5523714558338,1,0
0,812.5332696440722,1,0
0,478.83126402921886,1,0
0,1032.0368846007698,1,0
0,583.8908112113492,1,0
0,748.6717213056041,1,0
0,815.4257443678147,1,0
0,789.7297057282583,1,0
0,1050.296395969804,1,0
0,373.0828576144739,1,0
0,604.9343558462314,1,0
0,615.2620928916539,1,0
0,685.2276317864494,1,0
0,506.03573695684736,1,0
0,504.11112582503296,1,0
0,547.633031824726,1,0
0,633.7749469185869,1,0
0,708.2516983664466,1,0
0,775.7954197855553,1,0
0,828.9103490752999,1,0
0,660.7188011229487,1,0
0,617.195714318074,1,0
0,565.4679579681774,1,0
0,758.5144051743388,1,0
0,590.2915391280671,1,0
0,495.28357917589693,1,0
0,528.4964200671119,1,0
0,613.5953965461238,1,0
0,476.00219960380815,1,0
0,725.3117274948291,1,0
0,726.7327317708512,1,0
0,745.8350262775704,1,0
0,739.5111877051847,1,0
0,748.4177499864404,1,0
0,712.5996956982204,1,0
0,962.5464305789296,1,0
0,708.8991592755751,1,0
0,640.6717525925941,1,0
0,718.1472887052195,1,0
0,520.9878800088892,1,0
0,701.7995374436288,1,0
0,792.1308139271309,1,0
0,927.5992054511241,1,0
0,872.6240259249411,1,0
0,664.0810321943467,1,0
0,719.596423609483,1,0
0,898.2327263474988,1,0
0,609.5440129836214,1,0
0,836.4049681991894,1,0
0,739.2192744172321,1,0
0,429.5034497710685,1,0
0,474.8783839741315,1,0
0,904.6639927927682,1,0
0,364.5213751902293,1,0
0,552.5569764511341,1,0
0,618.7462114041158,1,0
0,534.4449361386862,1,0
0,581.2866270089727,1,0
0,922.204484565104,1,0
0,459.1852446853704,1,0
0,883.4713488924243,1,0
0,951.4349047515822,1,0
0,720.0466181743383,1,0
0,590.1919694755322,1,0
0,699.1042507259236,1,0
0,425.4768779610791,1,0
0,693.1975559836441,1,0
0,922.1434559987015,1,0
0,931.1516268855983,1,0
0,838.953228277799,1,0
0,607.588241426189,1,0
0,807.4791941691007,1,0
0,790.715638270128,1,0
0,598.9943940119643,1,0
0,748.9163275310602,1,0
0,362.46110555245866,1,0
0,639.5162390251479,1,0
0,729.9285353396344,1,0
0,542.5887352752144,1,0
0,475.09024731997397,1,0
0,892.4847404708403,1,0
0,957.8021025416456,1,0
0,600.9962400711089,1,0
0,834.5413746866348,1,0
0,903.6620645967439,1,0
0,372.46834424368444,1,0
0,609.1794192377055,1,0
0,701.7914134742334,1,0
0,445.80776180249325,1,0
0,917.7262917929054,1,0
0,680.8165452385996,1,0
0,720.7241017999987,1,0
0,445.35893452271534,1,0
0,534.7535390481544,1,0
0,980.6978849974463,1,0
0,397.9570887728827,1,0
0,567.6883894970321,1,0
0,603.5449861174586,1,0
0,666.6408943844476,1,0
0,695.7286821953278,1,0
0,636.7675689154862,1,0
0,454.7944778302023,1,0
0,562.5509658728938,1,0
0,866.526739334629,1,0
0,783.8824873533804,1,0
0,818.0162818874888,1,0
0,833.031488944078,1,0
0,935.3358174298419,1,0
0,498.71413064277056,1,0
0,569.9004593217403,1,0
0,807.8957716339083,1,0
0,576.5250647506099,1,0
0,958.9309645950333,1,0
0,692.9428364549308,1,0
0,840.5690847527791,1,0
0,820.8244671399548,1,0
0,694.2966642312814,1,0
0,867.7621845575295,1,0
0,800.639326114327,1,0
0,986.0042121571955,1,0
0,564.50892789008,1,0
0,714.3887122448546,1,0
0,682.5770485023478,1,0
0,431.5635930308029,1,0
0,677.8562392141929,1,0
0,948.475690438835,1,0
0,865.481746315396,1,0
0,482.3923255270344,1,0
0,653.2801979894874,1,0
0,519.8324764455091,1,0
0,454.6827795663552,1,0
0,934.1183922359187,1,0
0,666.4464550765437,1,0
0,578.746099487525,1,0
0,717.2834591923526,1,0
0,437.492750504897,1,0
0,599.3257142394065,1,0
0,851.4978141646139,1,0
0,857.11014653744,1,0
0,1061.5508085873364,1,0
0,753.4673913023696,1,0
0,705.1561400983486,1,0
0,825.679503447494,1,0
0,943.1644889841596,1,0
0,802.4300955750676,1,0
0,1058.9302495864304,1,0
0,887.3880099600545,1,0
0,909.1794065519348,1,0
0,528.1433713030011,1,0
0,730.917331306502,1,0
0,563.3480899731567,1,0
0,771.6542142077539,1,0
0,795.4848680952824,1,0
0,994.4113850363797,1,0
0,924.4270436930474,1,0
0,571.7752617502249,1,0
0,940.4275689828168,1,0
0,891.2001037509543,1,0
0,616.3810440449699,1,0
0,452.3691694132857,1,0
0,404.83953357796213,1,0
0,759.9459820575062,1,0
0,706.7018661362016,1,0
0,1033.5982571210484,1,0
0,600.203107357661,1,0
0,953.6793428289634,1,0
0,589.0723697047648,1,0
0,827.9417305955453,1,0
0,453.5656447281943,1,0
0,629.0569183332345,1,0
0,911.9493941092877,1,0
0,992.5137538286173,1,0
0,880.9947249686134,1,0
0,298.14701082147747,1,0
0,573.8004734839211,1,0
0,490.8641800934456,1,0
0,326.66966063230615,1,0
0,787.8072065908145,1,0
0,768.9548788636561,1,0
0,904.4609247302176,1,0
0,885.5182312262247,1,0
0,863.8565821226865,1,0
0,908.7959762224339,1,0
0,521.1895178804685,1,0
0,530.5739930810106,1,0
0,791.9408825062781,1,0
0,840.6224088185221,1,0
0,462.22075312848267,1,0
0,670.7521628662416,1,0
0,778.334731414251,1,0
0,416.65198373470736,1,0
0,562.6691172650403,1,0
0,948.819430276665,1,0
0,851.3409989597657,1,0
0,557.241709191223,1,0
0,832.2237995702113,1,0
0,602.6283893292256,1,0
0,949.1082478354102,1,0
0,485.4667523730478,1,0
0,700.4538498390037,1,0
0,681.9912208527765,1,0
0,578.3998021629046,1,0
0,952.5331164094591,1,0
0,605.5309495448604,1,0
0,474.314593666768,1,0
0,638.0505636490552,1,0
0,966.1207649458569,1,0
0,873.7687356812444,1,0
0,959.3518838591341,1,0
0,599.2070541190556,1,0
0,666.714722148214,1,0
0,455.7569972204654,1,0
0,693.3033067960778,1,0
0,1114.0402434622542,1,0
0,836.8707795917963,1,0
0,720.5134351779193,1,0
0,681.2179708670564,1,0
0,943.7219985932662,1,0
0,685.505885362318,1,0
0,508.7337915835616,1,0
0,554.6329645078955,1,0
0,457.93136150451875,1,0
0,616.8351629998566,1,0
0,433.91015170981285,1,0
0,653.1573447109249,1,0
0,755.3688949496661,1,0
0,585.4584787600892,1,0
0,639.5309290007773,1,0
0,956.6352370688319,1,0
0,896.9934449986777,1,0
0,637.8535270065215,1,0
0,613.8245275877018,1,0
0,919.2137530066691,1,0
0,559.9056594131642,1,0
0,538.856242799963,1,0
0,1011.870441996241,1,0
0,780.0069811796371,1,0
0,893.3702959382897,1,0
0,678.7091377085826,1,0
0,833.5195789589998,1,0
0,599.8727292906807,1,0
0,1819.1429747199359,0,1
0,1198.4757356420528,1,1
0,1713.654610037588,1,1
0,1364.7580911672997,1,1
0,1559.9695314517037,1,1
0,1747.9982110189765,0,1
0,1834.154840839957,1,1
0,1532.3930388881506,0,1
0,1396.5183785499821,1,1
0,1426.7796152385306,0,1
0,1369.5871255893542,1,1
0,1367.2727501013635,0,1
0,1428.2805472256005,1,1
0,1074.5662489106942,0,1
0,1202.8962132681722,1,1
0,1646.3229862085147,0,1
0,1402.0619319879308,0,1
0,1677.9233802619897,0,1
0,1553.7071394346099,0,1
0,1003.917794977542,1,1
0,1242.6860394841713,0,1
0,1169.4685633354557,0,1
0,1785.688112703636,0,1
0,1247.1345164397485,0,1
0,1519.5058807663302,1,1
0,1746.3910936974426,1,1
0,1749.327982882767,0,1
0,1240.122169969921,1,1
0,1198.0264890627611,1,1
0,1234.3361312354757,1,1
0,1125.0484360156327,1,1
0,1224.7646477664098,1,1
0,1419.6399457633424,0,1
0,1758.1378674495263,1,1
0,1388.0624332012646,0,1
0,1575.7825129811292,0,1
0,1247.7381557512422,1,1
0,1779.756124450391,0,1
0,1477.4454582676929,1,1
0,1699.7626758828758,1,1
0,1854.104559950202,1,1
0,1403.1000250441853,0,1
0,1128.5947383958126,0,1
0,1269.34864196042,0,1
0,1406.5890637938403,1,1
0,1776.0833496468392,0,1
0,1329.8828538621492,1,1
0,1635.0752294307224,0,1
0,1398.4310657556928,0,1
0,1234.7223118950876,0,1
0,1347.0149169385077,0,1
0,1545.8633488837788,0,1
0,1490.244831750186,0,1
0,1453.7584159089056,1,1
0,1278.2781737631203,1,1
0,1569.0339907738246,1,1
0,1204.1811067869971,0,1
0,1680.6353141664968,0,1
0,1180.2619989366385,1,1
0,1148.2280866649073,1,1
0,1509.7744322697727,1,1
0,1431.7095491324121,0,1
0,1487.7457233112093,0,1
0,1378.7514323941086,1,1
0,1808.7678030233196,1,1
0,1433.3266537622173,1,1
0,1478.215436522519,1,1
0,1368.4956769892651,0,1
0,1068.1516157909018,1,1
0,1445.9721902365495,1,1
0,1232.9835658590898,1,1
0,1483.873287626432,1,1
0,1156.0940241479116,0,1
0,1763.6825626341972,1,1
0,1547.0338828101922,0,1
0,1640.8430303566324,1,1
0,1443.0744801985445,0,1
0,1085.8339218266717,1,1
0,1650.879415246531,1,1
0,1560.7995844340212,0,1
0,1530.9613645580475,0,1
0,1411.5602102956127,1,1
0,1641.7010940863597,0,1
0,1676.6883877391956,1,1
0,1554.7362028505968,1,1
0,1394.6176290414023,1,1
0,1555.5730410549902,0,1
0,1541.2499226032728,0,1
0,1658.62405356855,1,1
0,1391.688161048917,1,1
0,1391.898816773447,1,1
0,1617.8518802615333,0,1
0,1460.3634558338038,1,1
0,1586.417147340704,1,1
0,1395.3753185617381,1,1
0,1281.1611570743257,0,1
0,1554.7235693805153,1,1
0,1244.174382732985,1,1
0,1169.1242563159954,0,1
0,1505.642417531183,1,1
0,1719.2361698377777,1,1
0,1782.6492588895915,0,1
0,1295.6907478158962,1,1
0,1130.4804702453273,1,1
0,1742.7690463308456,1,1
0,1211.7599273447847,0,1
0,1240.2430491952277,1,1
0,1299.387071009628,1,1
0,1469.0323221141919,0,1
0,1707.259140738599,1,1
0,1560.283279128906,0,1
0,1569.884750581803,0,1
0,1268.3576001985448,1,1
0,1281.961127190626,0,1
0,1425.4056726837107,0,1
0,1162.210471001368,0,1
0,1296.9683129585765,1,1
0,1296.40158371365,0,1
0,1262.963022079061,1,1
0,1510.4969420452928,1,1
0,1527.9295792780745,1,1
0,1182.5135426144877,1,1
0,1398.0535784211017,0,1
0,1618.69801811858,0,1
0,1639.2840412720689,1,1
0,1645.963796366621,1,1
0,1458.4112340355725,1,1
0,1635.6644547722326,0,1
0,1237.5798222204205,0,1
0,1319.7488483148552,1,1
0,1195.1669660747089,1,1
0,1482.198755377391,0,1
0,1405.8818303713253,1,1
0,1354.146179190622,1,1
0,1739.6287066565096,0,1
0,1268.1568888815357,1,1
0,1294.4839874684496,0,1
0,1132.8132157631749,0,1
0,1368.2948948739506,0,1
0,1280.5711146733279,1,1
0,1305.6332452317645,1,1
0,1212.6037201894662,1,1
0,1626.9946239479175,1,1
0,1690.1664222289817,0,1
0,1490.6586449091028,0,1
0,1504.211219467707,0,1
0,1847.499042129514,1,1
0,1776.6115235853413,1,1
0,1533.062421406735,1,1
0,1658.0785673546065,0,1
0,1821.3303604953314,0,1
0,1709.9910755054814,0,1
0,1437.4977672879827,0,1
0,1089.4676728577513,0,1
0,1121.5972326943247,1,1
0,1377.9688909971844,1,1
0,1519.1379366479005,0,1
0,1425.6134080967392,0,1
0,1502.4890978283418,1,1
0,1364.6951091507328,0,1
0,1636.4583297899335,0,1
0,1210.4480288635773,1,1
0,1318.2685508600396,1,1
0,1710.5619758463479,1,1
0,1613.8851569444855,0,1
0,1811.4545648752526,1,1
0,1761.8141722951054,0,1
0,1640.0125266715195,0,1
0,1319.6483340722714,1,1
0,1394.8552637219864,1,1
0,1272.621344132049,0,1
0,1431.801485964841,1,1
0,1740.8788424412405,0,1
0,1324.8833490453812,0,1
0,1482.4976270896273,0,1
0,1279.236170046186,1,1
0,1196.709373978822,1,1
0,1234.64455675571,0,1
0,1162.6844714251765,0,1
0,1749.2841279636468,0,1
0,1361.5332795369407,0,1
0,1688.5023263141986,0,1
0,1480.8848345880247,0,1
0,1258.1965693490827,1,1
0,1222.7954177492136,0,1
0,1670.3764173872594,0,1
0,1333.3349128133993,1,1
0,1641.6588520889707,0,1
0,1099.3470897896952,0,1
0,1588.0862223843046,0,1
0,1669.7758704652279,0,1
0,1273.188319050548,0,1
0,1270.238800660974,1,1
0,1808.3809040094377,0,1
0,1331.8502658918667,1,1
0,1425.1690496276099,1,1
0,1389.7194923494271,0,1
0,1171.7398555700581,0,1
0,1681.51557090782,0,1
0,1701.3809735712882,0,1
0,1397.050530555849,1,1
0,1640.6059323881382,1,1
0,1282.8421737626895,0,1
0,1146.0405283654472,0,1
0,1577.757965828973,0,1
0,1752.0489445052672,1,1
0,1115.7282876516122,1,1
0,1282.962254153095,0,1
0,1466.1107533128668,0,1
0,1611.092135408846,0,1
0,1183.0602178038725,0,1
0,1405.5973393219845,0,1
0,1627.3512052574706,0,1
0,1371.0594922434504,0,1
0,1219.2501992486607,0,1
0,1310.761025963414,0,1
0,1341.999541654862,1,1
0,1406.2259142259347,1,1
0,1703.8193681475861,0,1
0,1593.5243943826401,0,1
0,1508.412709656124,1,1
0,1722.576182586863,1,1
0,1286.4039828239456,0,1
0,1383.9828435370532,1,1
0,1690.4275865477414,0,1
0,1252.8854054026451,0,1
0,1643.939581906592,1,1
0,1596.124060713552,1,1
0,1180.0156993489784,1,1
0,1412.7950885979226,0,1
0,1273.9994456799097,1,1
0,1253.5190943291404,0,1
0,1390.0829925152827,1,1
0,1294.1682075856227,0,1
0,1709.4294832241344,0,1
0,1754.9922674860425,1,1
0,1592.0563208142996,1,1
0,1319.0025138937347,1,1
0,1237.6635444602139,0,1
0,1348.9354985802775,0,1
0,1245.7316092314165,1,1
0,1775.1531314685178,1,1
0,1389.2951008817583,0,1
0,1246.8310193807406,1,1
0,1726.595932925772,1,1
0,1360.8978033873502,0,1
0,1136.3602613087612,1,1
0,1256.9558175007144,1,1
0,1519.3849110730396,1,1
0,1617.2240549206722,1,1
1,3884.0280540570193,0,2
1,902.2136792398336,0,2
1,2562.9536410150486,0,2
1,1932.2485700957443,0,2
1,796.3909055351226,0,2
1,3527.7785680780357,0,2
1,2424.214350829377,0,2
1,2319.096070941,0,2
1,3833.2979209993173,0,2
1,2379.9894952054633,0,2
1,2179.526534128135,0,2
1,2368.2222619256227,0,2
1,1624.7840998715722,0,2
1,3476.907916223631,0,2
1,1564.2651796720222,0,2
1,2023.7421475046576,0,2
1,3900.2132020707722,0,2
1,1744.6363454427046,0,2
1,2090.7224982581715,0,2
1,3025.9395375301724,0,2
1,2974.130449826702,0,2
1,1969.6989437773561,0,2
1,3055.433634658017,0,2
1,1906.4397209038298,0,2
1,2655.1381487653175,0,2
1,3624.144237604428,0,2
1,863.4987692368982,0,2
1,1339.4736953678023,0,2
1,3193.4440641638316,0,2
1,3357.578529488136,0,2
1,2710.7667531539123,0,2
1,3011.1269228829847,0,2
1,1906.5655649464818,0,2
1,2445.8840334660163,0,2
1,1417.547496659629,0,2
1,871.7338440270734,0,2
